work_year,experience_level,job_title,salary_in_usd,company_location,company_size
2023,SE,Data Scientist,144000,US,M
2023,EN,BI Developer,160000,US,M
2023,EN,BI Developer,100000,US,M
2023,EX,Data Engineer,200000,US,M
2023,EX,Data Engineer,145000,US,M
2023,MI,Data Analyst,150000,US,M
2023,MI,Data Analyst,100000,US,M
2023,SE,Data Manager,199000,US,M
2023,SE,Data Manager,112000,US,M
2023,SE,Data Scientist,105000,US,M
2023,SE,Data Scientist,70000,US,M
2023,EN,Big Data Engineer,130000,SE,S
2023,SE,Data Analyst,180180,US,M
2023,SE,Data Analyst,106020,US,M
2023,EN,Data Engineer,160000,US,M
2023,EN,Data Engineer,135000,US,M
2023,SE,Data Scientist,183000,US,M
2023,SE,Data Scientist,134000,US,M
2023,SE,Machine Learning Engineer,220000,US,M
2023,SE,Machine Learning Engineer,150000,US,M
2023,SE,Applied Scientist,350000,US,L
2023,SE,Applied Scientist,262500,US,L
2023,SE,Data Analyst,122000,US,M
2023,SE,Data Analyst,94000,US,M
2023,SE,Machine Learning Engineer,276000,US,M
2023,SE,Machine Learning Engineer,184000,US,M
2023,EX,Data Engineer,310000,US,M
2023,EX,Data Engineer,239000,US,M
2023,SE,Data Scientist,225000,US,M
2023,SE,Data Scientist,156400,US,M
2023,MI,Machine Learning Engineer,180000,US,M
2023,MI,Machine Learning Engineer,150000,US,M
2023,SE,Data Scientist,228000,US,M
2023,SE,Data Scientist,152000,US,M
2023,SE,Data Scientist,209450,US,M
2023,SE,Data Scientist,158677,US,M
2023,SE,Data Analyst,175000,US,M
2023,SE,Data Analyst,145000,US,M
2023,SE,Data Engineer,240000,US,M
2023,SE,Data Engineer,170000,US,M
2023,MI,Data Analyst,103200,US,M
2023,MI,Data Analyst,61200,US,M
2022,MI,Data Scientist,155000,US,L
2021,EN,Marketing Data Engineer,66970,SG,L
2023,SE,Data Scientist,63701,EE,L
2023,SE,Data Scientist,237000,US,M
2023,SE,Data Scientist,145000,US,M
2023,SE,Data Scientist,240000,US,M
2023,SE,Data Scientist,139000,US,M
2023,SE,Data Architect,174500,US,M
2023,SE,Data Architect,113000,US,M
2023,SE,Data Analyst,130000,US,M
2023,SE,Data Analyst,87000,US,M
2023,SE,Data Analyst,160000,US,M
2023,SE,Data Analyst,108000,US,M
2023,SE,Data Engineer,165000,US,M
2023,SE,Data Engineer,107250,US,M
2023,SE,Data Engineer,300000,US,M
2023,SE,Data Engineer,119000,US,M
2023,SE,Data Scientist,285800,US,M
2023,SE,Data Scientist,154600,US,M
2023,MI,Head of Data Science,60805,IN,L
2023,EN,Data Analyst,30000,US,S
2023,MI,Data Science Manager,220000,US,M
2023,MI,Data Science Manager,195000,US,M
2023,SE,Data Manager,168400,US,M
2023,SE,Data Manager,105200,US,M
2023,MI,Data Analyst,206000,US,M
2023,MI,Data Analyst,160000,US,M
2023,SE,Analytics Engineer,200000,US,M
2023,SE,Analytics Engineer,175000,US,M
2023,SE,Analytics Engineer,231250,US,M
2023,SE,Analytics Engineer,138750,US,M
2023,SE,Data Engineer,153000,CA,M
2023,SE,Data Engineer,94000,CA,M
2023,SE,Data Engineer,240500,US,L
2023,SE,Data Engineer,123700,US,L
2023,SE,Data Engineer,160000,US,M
2023,SE,Data Engineer,90000,US,M
2023,EN,Data Scientist,124234,US,M
2023,EN,Data Scientist,74540,US,M
2023,MI,Data Analyst,109000,US,M
2023,MI,Data Analyst,79000,US,M
2022,SE,Machine Learning Engineer,84053,FR,L
2023,MI,Machine Learning Engineer,50000,AM,S
2023,SE,Data Scientist,275300,US,M
2023,SE,Data Scientist,183500,US,M
2023,SE,Data Scientist,275300,US,M
2023,SE,Data Scientist,183500,US,M
2023,SE,Data Analyst,160000,US,M
2023,SE,Data Analyst,125600,US,M
2023,SE,Data Engineer,170000,US,M
2023,SE,Data Engineer,120000,US,M
2023,SE,Data Engineer,225000,US,M
2023,SE,Data Engineer,140000,US,M
2023,SE,Data Analyst,141290,US,M
2023,SE,Data Analyst,74178,US,M
2023,SE,Data Scientist,150000,US,M
2023,SE,Data Scientist,120000,US,M
2023,SE,Data Engineer,85000,US,M
2023,SE,Data Engineer,75000,US,M
2023,SE,Data Engineer,220000,US,M
2023,SE,Data Engineer,160000,US,M
2023,SE,Data Engineer,205600,US,M
2023,SE,Data Engineer,107500,US,M
2023,MI,Data Engineer,120000,US,M
2023,MI,Data Engineer,95000,US,M
2023,SE,Data Engineer,185900,US,M
2023,SE,Data Engineer,129300,US,M
2023,SE,Data Engineer,160000,US,M
2023,SE,Data Engineer,130000,US,M
2023,MI,Data Engineer,250000,US,M
2023,MI,Data Engineer,175000,US,M
2023,SE,Data Scientist,136000,US,M
2023,SE,Data Scientist,104000,US,M
2023,MI,Data Analyst,80000,US,M
2023,MI,Data Analyst,52500,US,M
2023,SE,Data Scientist,110000,US,M
2023,SE,Data Scientist,84000,US,M
2023,SE,BI Analyst,125000,US,M
2023,SE,BI Analyst,110000,US,M
2023,MI,Data Analyst,90000,US,M
2023,MI,Data Analyst,80000,US,M
2023,SE,ML Engineer,200000,US,M
2023,SE,ML Engineer,135000,US,M
2022,EN,Business Data Analyst,48000,US,L
2023,EN,AI Developer,120000,BA,S
2023,SE,Data Engineer,130000,US,M
2023,SE,Data Engineer,75000,US,M
2023,SE,Data Engineer,252000,US,M
2023,SE,Data Engineer,129000,US,M
2023,MI,Data Analyst,150000,US,M
2023,MI,Data Analyst,100000,US,M
2023,SE,Data Engineer,226700,US,M
2023,SE,Data Engineer,133300,US,M
2023,SE,Data Scientist,190000,US,M
2023,SE,Data Scientist,165000,US,M
2023,SE,Data Engineer,170000,US,M
2023,SE,Data Engineer,150000,US,M
2023,MI,Data Engineer,150000,US,M
2023,MI,Data Engineer,130000,US,M
2023,SE,Data Scientist,225000,US,M
2023,SE,Data Scientist,156400,US,M
2023,SE,Computer Vision Engineer,200000,US,S
2023,MI,Applied Data Scientist,80000,KE,S
2023,MI,Data Analytics Lead,17511,SG,M
2023,SE,Data Scientist,257000,US,M
2023,SE,Data Scientist,134000,US,M
2023,SE,Data Scientist,77737,LV,M
2023,SE,Data Scientist,38868,LV,M
2023,SE,Data Engineer,205600,US,L
2023,SE,Data Engineer,105700,US,L
2023,SE,BI Developer,140000,US,M
2023,SE,BI Developer,110000,US,M
2023,SE,Data Science Manager,299500,US,M
2023,SE,Data Science Manager,245100,US,M
2023,SE,Research Scientist,210000,US,M
2023,SE,Research Scientist,151800,US,M
2023,MI,Data Scientist,53984,RO,L
2023,SE,Data Analyst,51824,ES,M
2023,SE,Data Analyst,41027,ES,M
2023,SE,Data Analyst,51824,ES,M
2023,SE,Data Analyst,41027,ES,M
2023,EN,Data Engineer,160000,US,M
2023,EN,Data Engineer,135000,US,M
2023,MI,Data Engineer,120000,US,M
2023,MI,Data Engineer,95000,US,M
2023,SE,Data Engineer,250000,US,M
2023,SE,Data Engineer,63000,US,M
2023,SE,Data Scientist,237000,US,M
2023,SE,Data Scientist,145000,US,M
2023,SE,Data Scientist,130000,US,M
2023,SE,Data Scientist,90000,US,M
2023,MI,Data Analyst,120000,US,M
2023,MI,Data Analyst,100000,US,M
2023,SE,Data Architect,174500,US,M
2023,SE,Data Architect,113000,US,M
2023,MI,Data Scientist,183310,US,M
2023,MI,Data Scientist,183310,US,M
2023,SE,Data Analyst,145000,US,M
2023,SE,Data Analyst,102500,US,M
2023,SE,Data Scientist,210000,US,M
2023,SE,Data Scientist,185000,US,M
2023,SE,Data Architect,174500,US,M
2023,SE,Data Architect,113000,US,M
2023,SE,Data Science Consultant,122000,US,M
2023,SE,Data Science Consultant,94000,US,M
2023,SE,Data Scientist,220000,US,M
2023,SE,Data Scientist,146000,US,M
2023,SE,Data Engineer,300000,US,M
2023,SE,Data Engineer,130000,US,M
2023,MI,Data Scientist,24613,TH,L
2022,MI,Computer Vision Engineer,15897,IN,M
2023,SE,Data Science Consultant,145000,US,M
2023,SE,Data Science Consultant,128000,US,M
2023,SE,Data Scientist,182000,US,M
2023,SE,Data Scientist,140000,US,M
2023,SE,Data Engineer,122000,US,M
2023,SE,Data Engineer,94000,US,M
2023,SE,Machine Learning Engineer,77737,LV,M
2023,SE,Machine Learning Engineer,38868,LV,M
2023,EX,Data Scientist,300000,US,M
2023,EX,Data Scientist,200000,US,M
2023,MI,Data Analyst,135000,US,M
2023,MI,Data Analyst,105500,US,M
2023,SE,Data Engineer,252000,US,M
2023,SE,Data Engineer,129000,US,M
2022,MI,Data Scientist,110000,US,L
2023,SE,Data Scientist,136000,US,M
2023,SE,Data Scientist,104000,US,M
2023,SE,Data Scientist,168000,US,M
2023,SE,Data Scientist,130000,US,M
2023,MI,Data Analyst,79976,GB,M
2023,MI,Data Analyst,44356,GB,M
2023,MI,Data Engineer,120000,US,M
2023,MI,Data Engineer,95000,US,M
2023,SE,Data Scientist,153400,US,M
2023,SE,Data Scientist,122700,US,M
2023,SE,Data Scientist,185000,US,M
2023,SE,Data Scientist,160000,US,M
2023,SE,Data Scientist,205000,US,M
2023,SE,Data Scientist,185000,US,M
2023,SE,Machine Learning Engineer,204500,US,M
2023,SE,Machine Learning Engineer,142200,US,M
2023,MI,Machine Learning Engineer,145000,US,M
2023,MI,Machine Learning Engineer,87000,US,M
2023,EN,Data Scientist,50000,US,M
2023,SE,ML Engineer,234100,US,M
2023,SE,ML Engineer,203500,US,M
2023,SE,Data Scientist,223800,US,M
2023,SE,Data Scientist,172100,US,M
2023,SE,Data Scientist,180000,US,M
2023,SE,Data Scientist,150000,US,M
2023,SE,Data Engineer,232200,US,M
2023,SE,Data Engineer,167200,US,M
2023,SE,BI Developer,197000,US,M
2023,SE,BI Developer,106000,US,M
2023,SE,Research Scientist,180000,US,M
2023,SE,Research Scientist,145000,US,M
2023,SE,Data Lead,225000,US,M
2023,SE,Data Lead,200000,US,M
2023,SE,Data Engineer,170000,US,M
2023,SE,Data Engineer,114000,US,M
2023,SE,Data Engineer,291500,US,M
2023,SE,Data Engineer,180000,US,M
2023,EX,Data Engineer,196200,US,M
2023,EX,Data Engineer,150900,US,M
2023,SE,Data Scientist,168400,US,M
2023,SE,Data Scientist,105200,US,M
2023,MI,Data Engineer,95000,ES,M
2023,MI,Data Engineer,80000,ES,M
2023,MI,Data Analyst,116000,US,M
2023,MI,Data Analyst,72000,US,M
2023,SE,Analytics Engineer,207000,US,M
2023,SE,Analytics Engineer,167000,US,M
2023,SE,Machine Learning Engineer,145000,US,M
2023,SE,Machine Learning Engineer,135000,US,M
2023,MI,Data Engineer,105000,US,M
2023,MI,Data Engineer,70000,US,M
2023,SE,Data Architect,180000,US,M
2023,SE,Data Architect,115000,US,M
2023,SE,Data Engineer,133800,US,M
2023,SE,Data Engineer,96100,US,M
2023,MI,Data Analyst,120000,US,M
2023,MI,Data Analyst,80000,US,M
2023,SE,Data Science Engineer,140000,US,M
2023,SE,Data Science Engineer,100000,US,M
2023,SE,Research Scientist,150000,US,M
2023,SE,Research Scientist,120000,US,M
2023,SE,Cloud Database Engineer,140000,US,M
2023,SE,Cloud Database Engineer,115000,US,M
2023,SE,Data Science Manager,297300,US,M
2023,SE,Data Science Manager,198200,US,M
2023,SE,Data Scientist,297300,US,M
2023,SE,Data Scientist,198200,US,M
2023,SE,Data Engineer,202000,US,M
2023,SE,Data Engineer,135000,US,M
2023,SE,Data Scientist,110000,US,M
2023,SE,Data Scientist,84000,US,M
2023,MI,Machine Learning Engineer,219000,US,L
2023,SE,Applied Scientist,230000,US,M
2023,SE,Applied Scientist,196000,US,M
2023,SE,BI Developer,140000,US,M
2023,SE,BI Developer,110000,US,M
2023,MI,Data Analyst,150000,US,M
2023,MI,Data Analyst,100000,US,M
2023,SE,Data Engineer,160000,US,M
2023,SE,Data Engineer,110000,US,M
2023,SE,Data Scientist,185900,US,M
2023,SE,Data Scientist,129300,US,M
2023,SE,Applied Scientist,126100,US,L
2023,SE,Applied Scientist,72000,US,L
2023,SE,Data Engineer,170000,US,M
2023,SE,Data Engineer,150000,US,M
2023,MI,Machine Learning Engineer,175000,US,M
2023,MI,Machine Learning Engineer,140000,US,M
2023,SE,Data Analyst,240500,US,M
2023,SE,Data Analyst,137500,US,M
2023,MI,Data Scientist,187500,US,M
2023,MI,Data Scientist,165000,US,M
2023,MI,Machine Learning Research Engineer,73824,GB,L
2022,EN,Data Analyst,25216,US,L
2023,SE,Research Scientist,210000,US,M
2023,SE,Research Scientist,165750,US,M
2023,SE,Machine Learning Scientist,225000,US,M
2023,SE,Machine Learning Scientist,165750,US,M
2023,MI,Machine Learning Engineer,110367,GB,M
2023,MI,Machine Learning Engineer,67979,GB,M
2023,SE,Data Scientist,135000,US,M
2023,SE,Data Scientist,115000,US,M
2023,SE,NLP Engineer,275000,US,M
2023,SE,NLP Engineer,175000,US,M
2023,SE,Data Scientist,170000,US,M
2023,SE,Data Scientist,140000,US,M
2023,SE,Data Engineer,175308,US,M
2023,SE,Data Engineer,100706,US,M
2023,SE,NLP Engineer,235000,US,M
2023,SE,NLP Engineer,135000,US,M
2023,SE,Data Engineer,310000,US,M
2023,SE,Data Engineer,229000,US,M
2023,SE,ML Engineer,289076,US,M
2023,SE,ML Engineer,202353,US,M
2023,SE,Data Engineer,70179,PT,M
2023,SE,Data Engineer,37788,PT,M
2023,MI,Research Engineer,120000,US,M
2023,MI,Research Engineer,100000,US,M
2023,SE,Data Engineer,226700,US,M
2023,SE,Data Engineer,133300,US,M
2023,SE,Data Analyst,125000,US,M
2023,SE,Data Analyst,85000,US,M
2023,SE,Data Analyst,130000,US,M
2023,SE,Data Analyst,80000,US,M
2023,MI,Data Engineer,120000,US,M
2023,MI,Data Engineer,100000,US,M
2021,SE,Data Scientist,54094,IN,L
2022,MI,Business Data Analyst,18314,IN,L
2023,SE,Data Engineer,231250,US,M
2023,SE,Data Engineer,138750,US,M
2023,SE,Data Engineer,199000,US,M
2023,SE,Data Engineer,162000,US,M
2023,EN,Data Engineer,160000,US,M
2023,EN,Data Engineer,135000,US,M
2022,EN,Data Scientist,100000,US,M
2023,SE,Research Scientist,200000,US,M
2023,SE,Research Scientist,150000,US,M
2023,EN,Research Engineer,160000,US,M
2023,EN,Research Engineer,120000,US,M
2023,SE,Research Scientist,250000,US,M
2023,SE,Research Scientist,200000,US,M
2023,EN,Deep Learning Engineer,150000,US,M
2023,EN,Deep Learning Engineer,120000,US,M
2023,SE,Research Engineer,150000,US,M
2023,SE,Research Engineer,100000,US,M
2022,SE,Data Analytics Manager,133000,NL,L
2023,SE,Data Scientist,272550,US,M
2023,SE,Data Scientist,198200,US,M
2023,SE,Data Scientist,182000,US,M
2023,SE,Data Scientist,140000,US,M
2023,SE,Data Engineer,200000,US,M
2023,SE,Data Engineer,160000,US,M
2023,SE,Machine Learning Engineer,204500,US,M
2023,SE,Machine Learning Engineer,142200,US,M
2023,MI,Data Scientist,120000,US,M
2023,MI,Data Scientist,105000,US,M
2023,SE,Data Engineer,187500,US,M
2023,SE,Data Engineer,175000,US,M
2023,SE,Machine Learning Engineer,204500,US,M
2023,SE,Machine Learning Engineer,142200,US,M
2023,SE,Data Analyst,155000,US,M
2023,SE,Data Analyst,64000,US,M
2023,SE,Computer Vision Engineer,235000,US,M
2023,SE,Computer Vision Engineer,185000,US,M
2023,SE,Data Architect,174500,US,M
2023,SE,Data Architect,113000,US,M
2023,SE,Data Scientist,143100,CA,M
2023,SE,Data Scientist,113000,CA,M
2023,SE,Applied Scientist,184000,US,M
2023,SE,Applied Scientist,142000,US,M
2023,SE,Data Scientist,140000,US,M
2023,SE,Data Scientist,120000,US,M
2023,SE,Data Architect,174500,US,M
2023,SE,Data Architect,113000,US,M
2023,SE,Data Scientist,180560,US,M
2023,SE,Data Scientist,115440,US,M
2023,SE,Data Scientist,140000,US,M
2023,SE,Data Scientist,120000,US,M
2023,SE,Research Scientist,248100,US,M
2023,SE,Research Scientist,145900,US,M
2023,SE,Data Scientist,120000,CA,M
2023,SE,Data Scientist,110000,CA,M
2023,SE,Data Engineer,291500,US,M
2023,SE,Data Engineer,180000,US,M
2023,MI,Machine Learning Engineer,76284,GB,M
2023,MI,Machine Learning Engineer,63980,GB,M
2023,SE,Data Engineer,161800,US,M
2023,SE,Data Engineer,141600,US,M
2023,MI,Machine Learning Engineer,59059,GB,M
2023,MI,Machine Learning Engineer,46755,GB,M
2023,SE,Data Engineer,166000,US,M
2023,SE,Data Engineer,128000,US,M
2023,SE,Data Architect,170000,US,M
2023,SE,Data Architect,110000,US,M
2023,SE,Data Engineer,160000,US,M
2023,SE,Data Engineer,75000,US,M
2023,SE,Data Engineer,236000,US,M
2023,SE,Data Engineer,182000,US,M
2022,EN,Data Scientist,130000,US,M
2023,MI,Data Analyst,150000,US,M
2023,MI,Data Analyst,100000,US,M
2023,SE,Machine Learning Engineer,261500,US,L
2023,SE,Machine Learning Engineer,134500,US,L
2023,MI,Data Scientist,130000,US,M
2023,MI,Data Scientist,90000,US,M
2023,EN,Data Engineer,160000,US,M
2023,EN,Data Engineer,135000,US,M
2022,SE,Manager Data Management,125000,US,L
2022,SE,Data Engineer,175000,US,M
2022,SE,Data Engineer,155000,US,M
2022,SE,Data Engineer,153600,US,M
2022,SE,Data Engineer,106800,US,M
2022,SE,Data Scientist,150000,US,M
2022,SE,Data Scientist,140000,US,M
2022,SE,Data Science Consultant,122000,US,M
2022,SE,Data Science Consultant,94500,US,M
2022,SE,Data Engineer,170000,US,M
2022,SE,Data Engineer,130000,US,M
2022,SE,Data Science Consultant,145000,US,M
2022,SE,Data Science Consultant,128000,US,M
2022,SE,Data Engineer,145000,US,M
2022,SE,Data Engineer,100000,US,M
2022,SE,Data Engineer,175000,US,M
2022,SE,Data Engineer,120000,US,M
2022,SE,Data Engineer,145000,US,M
2022,SE,Data Engineer,115000,US,M
2022,SE,Applied Machine Learning Scientist,150000,US,M
2022,MI,Data Analyst,150000,US,M
2022,MI,Data Analyst,100000,US,M
2022,MI,Data Scientist,150000,US,M
2022,MI,Data Scientist,127500,US,M
2022,SE,Data Scientist,126500,US,M
2022,SE,Data Scientist,51000,US,M
2022,MI,Data Engineer,260000,US,M
2022,MI,Data Engineer,175000,US,M
2022,EN,Applied Data Scientist,40000,PK,M
2022,EN,AI Programmer,40000,AU,M
2022,SE,Data Engineer,250000,US,M
2022,SE,Data Engineer,63000,US,M
2022,SE,Machine Learning Engineer,210000,US,M
2022,SE,Machine Learning Engineer,160000,US,M
2022,SE,Data Scientist,272550,US,M
2022,SE,Data Scientist,198200,US,M
2022,MI,Data Scientist,94560,FR,M
2022,MI,Data Scientist,52533,FR,M
2022,SE,Data Scientist,220000,US,M
2022,SE,Data Scientist,146000,US,M
2022,MI,Data Analyst,150000,US,M
2022,MI,Data Analyst,100000,US,M
2022,SE,Machine Learning Software Engineer,248400,CA,M
2022,SE,Machine Learning Software Engineer,183600,CA,M
2022,MI,Data Engineer,150000,US,M
2022,MI,Data Engineer,150000,US,M
2022,EN,Machine Learning Developer,40000,AU,M
2022,SE,Lead Data Scientist,56723,IN,L
2022,MI,Data Engineer,120000,US,M
2022,MI,Data Engineer,95000,US,M
2022,EN,Data Engineer,160000,US,M
2022,EN,Data Engineer,135000,US,M
2022,EN,Data Science Consultant,24165,IT,M
2022,SE,Data Engineer,216000,US,M
2022,SE,Data Engineer,144000,US,M
2022,EN,Data Engineer,85000,US,M
2022,EN,Data Engineer,65000,US,M
2022,SE,Data Analyst,149000,US,M
2022,SE,Data Analyst,119000,US,M
2022,SE,Data Scientist,140000,US,M
2022,SE,Data Scientist,120000,US,M
2022,MI,Data Scientist,150000,US,M
2022,MI,Data Scientist,110000,US,M
2022,SE,Machine Learning Engineer,246000,US,M
2022,SE,Machine Learning Engineer,201000,US,M
2022,SE,Data Scientist,190000,US,M
2022,SE,Data Scientist,155000,US,M
2022,SE,ML Engineer,235000,US,M
2022,SE,ML Engineer,185000,US,M
2022,SE,Cloud Database Engineer,190000,US,M
2022,SE,Cloud Database Engineer,160000,US,M
2022,EN,Product Data Analyst,100000,US,M
2022,MI,Data Engineer,130000,US,M
2022,MI,Data Engineer,115000,US,M
2022,MI,Data Scientist,92350,GB,M
2022,MI,Data Scientist,67723,GB,M
2022,MI,Data Engineer,105000,US,M
2022,MI,Data Engineer,70000,US,M
2022,SE,Machine Learning Engineer,204500,US,M
2022,SE,Machine Learning Engineer,142200,US,M
2022,SE,Machine Learning Engineer,192000,US,M
2022,SE,Machine Learning Engineer,164000,US,M
2022,SE,Data Engineer,185900,US,M
2022,SE,Data Engineer,129300,US,M
2022,SE,Data Engineer,130000,US,M
2022,SE,Data Engineer,75000,US,M
2022,SE,Data Science Manager,175000,US,M
2022,SE,Data Science Manager,120000,US,M
2022,SE,Data Engineer,167500,US,M
2022,SE,Data Engineer,106500,US,M
2022,MI,Data Analyst,75000,US,M
2022,MI,Data Analyst,60000,US,M
2022,SE,Applied Scientist,184000,US,M
2022,SE,Applied Scientist,142000,US,M
2022,MI,Data Scientist,145000,US,M
2022,MI,Data Scientist,100000,US,M
2022,MI,Data Scientist,31795,US,M
2022,MI,NLP Engineer,44365,PL,S
2022,SE,Data Engineer,175000,US,M
2022,SE,Data Engineer,120000,US,M
2022,SE,Data Engineer,175000,US,M
2022,SE,Data Engineer,120000,US,M
2022,EX,Data Engineer,200000,US,M
2022,EX,Data Engineer,145000,US,M
2022,MI,Data Engineer,92350,GB,M
2022,MI,Data Engineer,73880,GB,M
2022,SE,Data Engineer,145000,US,M
2022,SE,Data Engineer,100000,US,M
2022,SE,Applied Scientist,192000,US,M
2022,SE,Applied Scientist,164000,US,M
2022,EX,Data Engineer,310000,US,M
2022,EX,Data Engineer,239000,US,M
2022,SE,Data Analyst,120000,US,M
2022,SE,Data Analyst,95000,US,M
2022,SE,Machine Learning Engineer,145000,US,M
2022,SE,Machine Learning Engineer,135000,US,M
2022,SE,Data Engineer,100000,US,M
2022,SE,Data Engineer,78000,US,M
2022,SE,Data Engineer,73546,ES,M
2022,SE,Data Engineer,36773,ES,M
2022,MI,Data Engineer,160000,US,M
2022,MI,Data Engineer,120000,US,M
2022,SE,Data Scientist,190000,US,M
2022,SE,Data Scientist,150000,US,M
2022,MI,Data Engineer,35610,IN,L
2022,SE,AI Scientist,125000,CO,L
2022,SE,Data Engineer,120000,US,M
2022,SE,Data Engineer,95000,US,M
2022,MI,Data Analyst,150000,US,M
2022,MI,Data Analyst,100000,US,M
2022,SE,Data Scientist,47280,ES,M
2022,SE,Data Scientist,37824,ES,M
2022,SE,Data Analyst,115934,US,M
2022,SE,Data Analyst,81666,US,M
2022,SE,Data Scientist,175000,US,M
2022,SE,Data Scientist,140000,US,M
2022,SE,Data Engineer,120000,US,M
2022,SE,Data Engineer,95000,US,M
2022,SE,Research Engineer,249500,US,M
2022,SE,Research Engineer,149850,US,M
2022,MI,Analytics Engineer,122500,US,M
2022,MI,Analytics Engineer,100000,US,M
2022,SE,Data Scientist,249500,US,M
2022,SE,Data Scientist,149850,US,M
2022,EN,Data Analyst,55000,US,M
2022,EN,Data Analyst,48000,US,M
2022,SE,Research Scientist,249500,US,M
2022,SE,Research Scientist,149850,US,M
2022,MI,Computer Vision Engineer,58837,FR,S
2022,SE,Data Engineer,190000,US,M
2022,SE,Data Engineer,120000,US,M
2022,SE,Data Analyst,127000,US,M
2022,SE,Data Analyst,104000,US,M
2022,SE,Data Scientist,210000,US,M
2022,SE,Data Scientist,150000,US,M
2022,SE,Machine Learning Engineer,210000,US,M
2022,SE,Machine Learning Engineer,150000,US,M
2022,SE,Data Engineer,210000,US,M
2022,SE,Data Engineer,130000,US,M
2022,SE,Data Scientist,182750,US,M
2022,SE,Data Scientist,161500,US,M
2022,MI,Data Analyst,102640,US,M
2022,MI,Data Analyst,66100,US,M
2022,SE,Research Scientist,210000,US,M
2022,SE,Research Scientist,150000,US,M
2022,SE,Data Engineer,198800,US,M
2022,SE,Data Engineer,122600,US,M
2022,MI,Data Engineer,130000,US,M
2022,MI,Data Engineer,80000,US,M
2022,SE,Data Scientist,136000,US,M
2022,SE,Data Scientist,104000,US,M
2022,SE,Data Analyst,150000,US,M
2022,SE,Data Analyst,100000,US,M
2022,EN,Data Engineer,160000,US,M
2022,EN,Data Engineer,135000,US,M
2022,SE,Data Engineer,216000,US,M
2022,SE,Data Engineer,144000,US,M
2022,EX,Data Scientist,159000,US,M
2022,EX,Data Scientist,130000,US,M
2022,SE,Data Analyst,115934,US,M
2022,SE,Data Analyst,81666,US,M
2022,SE,Data Engineer,215000,US,M
2022,SE,Data Engineer,150000,US,M
2022,SE,Machine Learning Engineer,246000,US,M
2022,SE,Machine Learning Engineer,201000,US,M
2022,MI,Data Engineer,187000,US,M
2022,MI,Data Engineer,153000,US,M
2022,SE,Machine Learning Engineer,255000,MX,M
2022,SE,Machine Learning Engineer,185000,MX,M
2022,MI,Data Analyst,430967,GB,M
2022,MI,Data Analyst,55410,GB,M
2022,SE,Data Analyst,50432,ES,M
2022,SE,Data Analyst,39925,ES,M
2022,SE,Data Analyst,169000,US,M
2022,SE,Data Analyst,110600,US,M
2022,EN,BI Data Analyst,60938,DE,L
2022,SE,BI Developer,140000,US,M
2022,SE,BI Developer,120000,US,M
2022,MI,Data Analyst,75000,US,M
2022,MI,Data Analyst,60000,US,M
2022,EN,Data Analyst,50000,US,L
2022,MI,MLOps Engineer,134000,US,M
2022,MI,MLOps Engineer,124000,US,M
2022,SE,Data Analyst,166700,US,M
2022,SE,Data Analyst,119000,US,M
2022,EN,Data Scientist,124234,US,M
2022,EN,Data Scientist,74540,US,M
2022,MI,Data Analyst,100000,US,M
2022,MI,Data Analyst,65000,US,M
2021,MI,Data Analyst,16904,IN,L
2022,EN,AI Scientist,200000,CA,L
2022,SE,Data Engineer,220000,US,M
2022,SE,Data Engineer,146000,US,M
2022,SE,Data Engineer,68293,ES,M
2022,SE,Data Engineer,36773,ES,M
2022,SE,Data Specialist,110000,US,M
2022,SE,Data Specialist,70000,US,M
2022,EN,Data Analyst,50000,US,L
2022,SE,Data Engineer,120000,US,M
2022,SE,Data Engineer,95000,US,M
2022,MI,Data Analyst,150000,US,M
2022,MI,Data Analyst,100000,US,M
2022,SE,Data Scientist,47280,ES,M
2022,SE,Data Scientist,37824,ES,M
2022,SE,Data Architect,190000,US,M
2022,SE,Data Architect,135000,US,M
2022,SE,Data Scientist,128000,US,M
2022,SE,Data Scientist,81500,US,M
2022,SE,Data Scientist,173000,US,M
2022,SE,Data Scientist,110000,US,M
2022,SE,Machine Learning Engineer,192000,US,M
2022,SE,Machine Learning Engineer,120000,US,M
2022,SE,Data Analyst,115934,US,M
2022,SE,Data Analyst,81666,US,M
2022,SE,Data Analyst,120000,US,M
2022,SE,Data Analyst,95000,US,M
2022,SE,Principal Machine Learning Engineer,190000,US,L
2022,SE,Data Engineer,194000,US,M
2022,SE,Data Engineer,129400,US,M
2022,SE,Data Analyst,201000,US,M
2022,SE,Data Analyst,89200,US,M
2022,SE,Data Scientist,165000,US,M
2022,SE,Data Scientist,125000,US,M
2022,SE,Applied Scientist,230000,US,M
2022,SE,Applied Scientist,196000,US,M
2022,MI,Machine Learning Engineer,130000,US,M
2022,MI,Machine Learning Engineer,90000,US,M
2022,MI,Machine Learning Researcher,150000,US,M
2022,MI,Machine Learning Researcher,100000,US,M
2022,MI,Machine Learning Engineer,230000,US,M
2022,MI,Machine Learning Engineer,150000,US,M
2022,SE,Data Engineer,153600,US,M
2022,SE,Data Engineer,106800,US,M
2022,MI,Machine Learning Researcher,130000,US,M
2022,MI,Machine Learning Researcher,100000,US,M
2022,SE,Data Engineer,216000,US,M
2022,SE,Data Engineer,144000,US,M
2022,MI,Data Scientist,180000,US,M
2022,MI,Data Scientist,120000,US,M
2022,EN,Data Engineer,160000,US,M
